publication line: warranty has been voided, you can only go east. 
00000000 000093be 0a 0009f870 0000000a 00000003 0009f8db 00000083 0009fa49 00000000 00000002
00000000 000093be 69 0009ca0b 00000069 00000003 0009f8db 00000083 0009fa4a 00000000 00000002
00000000 000093be 6e 0009ca0c 0000006e 00000003 0009f8db 00000083 0009fa4b 00000000 00000002
00000000 000093be 66 0009ca0d 00000066 00000003 0009f8db 00000083 0009fa4c 00000000 00000002
00000000 000093be 6f 0009ca0e 0000006f 00000003 0009f8db 00000083 0009fa4d 00000000 00000002
00000000 000093be 72 0009ca0f 00000072 00000003 0009f8db 00000083 0009fa4e 00000000 00000002
00000000 000093be 6d 0009ca10 0000006d 00000003 0009f8db 00000083 0009fa4f 00000000 00000002
00000000 000093be 61 0009ca11 00000061 00000003 0009f8db 00000083 0009fa50 00000000 00000002
00000000 000093be 74 0009ca12 00000074 00000003 0009f8db 00000083 0009fa51 00000000 00000002
00000000 000093be 69 0009ca13 00000069 00000003 0009f8db 00000083 0009fa52 00000000 00000002
00000000 000093be 6f 0009ca14 0000006f 00000003 0009f8db 00000083 0009fa53 00000000 00000002
00000000 000093be 6e 0009ca15 0000006e 00000003 0009f8db 00000083 0009fa54 00000000 00000002
00000000 000093be 21 0009ca16 00000021 00000003 0009f8db 00000083 0009fa55 00000000 00000002
00000000 000093be 20 0009f87e 00000020 00000003 0009f8db 00000083 0009fa56 00000000 00000002
00000000 000093be 59 0009ca18 00000059 00000003 0009f8db 00000083 0009fa57 00000000 00000002
00000000 000093be 6f 0009ca19 0000006f 00000003 0009f8db 00000083 0009fa59 00000000 00000002
00000000 000093be 75 0009ca1a 00000075 00000003 0009f8db 00000083 0009fa5a 00000000 00000002
00000000 000093be 72 0009ca1b 00000072 00000003 0009f8db 00000083 0009fa5b 00000000 00000002
00000000 000093be 20 0009f888 00000020 00000003 0009f8db 00000083 0009fa5c 00000000 00000002
00000000 000093be 76 0009ca1d 00000076 00000003 0009f8db 00000083 0009fa5d 00000000 00000002
00000000 000093be 69 0009ca1e 00000069 00000003 0009f8db 00000083 0009fa5e 00000000 00000002
00000000 000093be 73 0009ca1f 00000073 00000003 0009f8db 00000083 0009fa5f 00000000 00000002
00000000 000093be 69 0009ca20 00000069 00000003 0009f8db 00000083 0009fa60 00000000 00000002
00000000 000093be 6f 0009ca21 0000006f 00000003 0009f8db 00000083 0009fa61 00000000 00000002
00000000 000093be 6e 0009ca22 0000006e 00000003 0009f8db 00000083 0009fa62 00000000 00000002
00000000 000093be 20 0009f893 00000020 00000003 0009f8db 00000083 0009fa63 00000000 00000002
00000000 000093be 63 0009ca24 00000063 00000003 0009f8db 00000083 0009fa64 00000000 00000002
00000000 000093be 6c 0009ca25 0000006c 00000003 0009f8db 00000083 0009fa65 00000000 00000002
00000000 000093be 65 0009ca26 00000065 00000003 0009f8db 00000083 0009fa66 00000000 00000002
00000000 000093be 61 0009ca27 00000061 00000003 0009f8db 00000083 0009fa67 00000000 00000002
00000000 000093be 72 0009ca28 00000072 00000003 0009f8db 00000083 0009fa68 00000000 00000002
00000000 000093be 73 0009ca29 00000073 00000003 0009f8db 00000083 0009fa69 00000000 00000002
00000000 000093be 20 0009f89d 00000020 00000003 0009f8db 00000083 0009fa6a 00000000 00000002
00000000 000093be 6e 0009ca2b 0000006e 00000003 0009f8db 00000083 0009fa6b 00000000 00000002
00000000 000093be 6f 0009ca2c 0000006f 00000003 0009f8db 00000083 0009fa6c 00000000 00000002
00000000 000093be 74 0009ca2d 00000074 00000003 0009f8db 00000083 0009fa6d 00000000 00000002
00000000 000093be 69 0009ca2f 00000069 00000003 0009f8db 00000083 0009fa6e 00000000 00000002
00000000 000093be 63 0009ca30 00000063 00000003 0009f8db 00000083 0009fa6f 00000000 00000002
00000000 000093be 65 0009ca31 00000065 00000003 0009f8db 00000083 0009fa70 00000000 00000002
00000000 000093be 61 0009ca32 00000061 00000003 0009f8db 00000083 0009fa71 00000000 00000002
00000000 000093be 62 0009ca33 00000062 00000003 0009f8db 00000083 0009fa72 00000000 00000002
00000000 000093be 6c 0009ca34 0000006c 00000003 0009f8db 00000083 0009fa73 00000000 00000002
00000000 000093be 79 0009ca35 00000079 00000003 0009f8db 00000083 0009fa74 00000000 00000002
00000000 000093be 2e 0009ca36 0000002e 00000003 0009f8db 00000083 0009fa75 00000000 00000002
00000000 000093be 0a 0009fa78 0000000a 00000003 0009fa77 00000083 0009fa7b 00000000 00000002
00000000 000093be 0a 0009fa79 0000000a 00000003 0009fa77 00000083 0009fa7c 00000000 00000002
00000000 000093be 3e 0009fa80 0000003e 00000003 0009fa7f 00000083 0009fa84 00000000 00000002
00000000 000093be 3a 0009fa81 0000003a 00000003 0009fa7f 00000083 0009fa85 00000000 00000002
00000000 000093be 20 0009fa82 00000020 00000003 0009fa7f 00000083 0009fa86 00000000 00000002
00000000 000093be 48 0009fedb 00000048 00000003 000a0f8c 00000083 000a0f96 00000000 00000002
00000000 000093be 75 0009fedc 00000075 00000003 000a0f8c 00000083 000a0f97 00000000 00000002
00000000 000093be 68 0009fedd 00000068 00000003 000a0f8c 00000083 000a0f98 00000000 00000002
00000000 000093be 3f 0009fede 0000003f 00000003 000a0f8c 00000083 000a0f99 00000000 00000002
00000000 000093be 0a 000a0f9c 0000000a 00000003 000a0f9b 00000083 000a0fa0 00000000 00000002
00000000 000093be 0a 000a0f9e 0000000a 00000003 000a0f9b 00000083 000a0fa1 00000000 00000002
00000000 000093be 3e 000a0fa4 0000003e 00000003 000a0fa3 00000083 000a0fa8 00000000 00000002
00000000 000093be 3a 000a0fa5 0000003a 00000003 000a0fa3 00000083 000a0fa9 00000000 00000002
00000000 000093be 20 000a0fa6 00000020 00000003 000a0fa3 00000083 000a0faa 00000000 00000002
00000000 000093be 41 001d6e85 00000041 00000003 000b4196 00000083 000b4199 00000000 00000002
00000000 000093be 44 001d6e86 00000044 00000003 000b4196 00000083 000b419a 00000000 00000002
00000000 000093be 56 001d6e87 00000056 00000003 000b4196 00000083 000b419b 00000000 00000002
00000000 000093be 54 001d6e88 00000054 00000003 000b4196 00000083 000b419c 00000000 00000002
00000000 000093be 52 001d6e89 00000052 00000003 000b4196 00000083 000b419d 00000000 00000002
00000000 000093be 2e 000acd60 0000002e 00000003 000b4196 00000083 000b419e 00000000 00000002
00000000 000093be 4d 001d70a9 0000004d 00000003 000b4196 00000083 000b419f 00000000 00000002
00000000 000093be 53 001d70aa 00000053 00000003 000b4196 00000083 000b41a0 00000000 00000002
00000000 000093be 49 001d70ab 00000049 00000003 000b4196 00000083 000b41a1 00000000 00000002
00000000 000093be 3d 000acd62 0000003d 00000003 000b4196 00000083 000b41a2 00000000 00000002
00000000 000093be 32 000accb4 00000032 00000003 000b4196 00000083 000b41a3 00000000 00000002
00000000 000093be 30 000accc5 00000030 00000003 000b4196 00000083 000b41a4 00000000 00000002
00000000 000093be 40 000acd65 00000040 00000003 000b4196 00000083 000b41a5 00000000 00000002
00000000 000093be 39 000acd01 00000039 00000003 000b4196 00000083 000b41a6 00000000 00000002
00000000 000093be 39 000acd12 00000039 00000003 000b4196 00000083 000b41a7 00000000 00000002
00000000 000093be 39 000acd25 00000039 00000003 000b4196 00000083 000b41a8 00000000 00000002
00000000 000093be 39 000acd37 00000039 00000003 000b4196 00000083 000b41a9 00000000 00000002
00000000 000093be 39 000acd4a 00000039 00000003 000b4196 00000083 000b41aa 00000000 00000002
00000000 000093be 39 000acd5c 00000039 00000003 000b4196 00000083 000b41ab 00000000 00000002
00000000 000093be 7c 000b4191 0000007c 00000003 000b4196 00000083 000b41ac 00000000 00000002
00000000 000093be 34 000b3bd9 00000034 00000003 000b4196 00000083 000b41ad 00000000 00000002
00000000 000093be 65 000b3c03 00000065 00000003 000b4196 00000083 000b41ae 00000000 00000002
00000000 000093be 38 000b3c1d 00000038 00000003 000b4196 00000083 000b41af 00000000 00000002
00000000 000093be 63 000b3c41 00000063 00000003 000b4196 00000083 000b41b0 00000000 00000002
00000000 000093be 39 000b3c5d 00000039 00000003 000b4196 00000083 000b41b1 00000000 00000002
00000000 000093be 32 000b3c76 00000032 00000003 000b4196 00000083 000b41b2 00000000 00000002
00000000 000093be 31 000b3c97 00000031 00000003 000b4196 00000083 000b41b3 00000000 00000002
00000000 000093be 32 000b3cc2 00000032 00000003 000b4196 00000083 000b41b4 00000000 00000002
00000000 000093be 62 000b3d6e 00000062 00000003 000b4196 00000083 000b41b5 00000000 00000002
00000000 000093be 31 000b3d84 00000031 00000003 000b4196 00000083 000b41b6 00000000 00000002
00000000 000093be 61 000b3dae 00000061 00000003 000b4196 00000083 000b41b7 00000000 00000002
00000000 000093be 37 000b3dcc 00000037 00000003 000b4196 00000083 000b41b8 00000000 00000002
00000000 000093be 64 000b3dfd 00000064 00000003 000b4196 00000083 000b41b9 00000000 00000002
00000000 000093be 36 000b3e15 00000036 00000003 000b4196 00000083 000b41ba 00000000 00000002
00000000 000093be 31 000b3e30 00000031 00000003 000b4196 00000083 000b41bb 00000000 00000002
00000000 000093be 65 000b3ef4 00000065 00000003 000b4196 00000083 000b41bc 00000000 00000002
00000000 000093be 36 000b3f0c 00000036 00000003 000b4196 00000083 000b41bd 00000000 00000002
00000000 000093be 33 000b3f2a 00000033 00000003 000b4196 00000083 000b41bf 00000000 00000002
00000000 000093be 34 000b3f56 00000034 00000003 000b4196 00000083 000b41c0 00000000 00000002
00000000 000093be 30 000b3f72 00000030 00000003 000b4196 00000083 000b41c1 00000000 00000002
00000000 000093be 62 000b3f9e 00000062 00000003 000b4196 00000083 000b41c2 00000000 00000002
00000000 000093be 64 000b3fca 00000064 00000003 000b4196 00000083 000b41c3 00000000 00000002
00000000 000093be 66 000b3fec 00000066 00000003 000b4196 00000083 000b41c4 00000000 00000002
00000000 000093be 36 000b4095 00000036 00000003 000b4196 00000083 000b41c5 00000000 00000002
00000000 000093be 38 000b40b8 00000038 00000003 000b4196 00000083 000b41c6 00000000 00000002
00000000 000093be 38 000b40d9 00000038 00000003 000b4196 00000083 000b41c7 00000000 00000002
00000000 000093be 38 000b40f9 00000038 00000003 000b4196 00000083 000b41c8 00000000 00000002
00000000 000093be 33 000b4116 00000033 00000003 000b4196 00000083 000b41c9 00000000 00000002
00000000 000093be 38 000b413e 00000038 00000003 000b4196 00000083 000b41ca 00000000 00000002
00000000 000093be 37 000b4165 00000037 00000003 000b4196 00000083 000b41cb 00000000 00000002
00000000 000093be 66 000b418d 00000066 00000003 000b4196 00000083 000b41cc 00000000 00000002
00000000 000093be 0a 000b4195 0000000a 00000003 000b4196 00000083 000b41cd 00000000 00000002
00000000 000093be 48 000b5d8e 00000048 00000003 000b96d7 00000083 000b9920 00000000 00000002
00000000 000093be 65 000b5d90 00000065 00000003 000b96d7 00000083 000b9921 00000000 00000002
00000000 000093be 72 000b5d91 00000072 00000003 000b96d7 00000083 000b9922 00000000 00000002
00000000 000093be 65 000b5d92 00000065 00000003 000b96d7 00000083 000b9923 00000000 00000002
00000000 000093be 2c 000b5d93 0000002c 00000003 000b96d7 00000083 000b9924 00000000 00000002
00000000 000093be 20 000b961e 00000020 00000003 000b96d7 00000083 000b9925 00000000 00000002
00000000 000093be 79 000b5d95 00000079 00000003 000b96d7 00000083 000b9926 00000000 00000002
00000000 000093be 6f 000b5d96 0000006f 00000003 000b96d7 00000083 000b9927 00000000 00000002
00000000 000093be 75 000b5d97 00000075 00000003 000b96d7 00000083 000b9928 00000000 00000002
00000000 000093be 20 000b9629 00000020 00000003 000b96d7 00000083 000b992a 00000000 00000002
00000000 000093be 63 000b5d99 00000063 00000003 000b96d7 00000083 000b992b 00000000 00000002
00000000 000093be 61 000b5d9a 00000061 00000003 000b96d7 00000083 000b992c 00000000 00000002
00000000 000093be 6e 000b5d9b 0000006e 00000003 000b96d7 00000083 000b992d 00000000 00000002
00000000 000093be 27 000b5d9c 00000027 00000003 000b96d7 00000083 000b992e 00000000 00000002
00000000 000093be 74 000b5d9d 00000074 00000003 000b96d7 00000083 000b992f 00000000 00000002
00000000 000093be 20 000b9633 00000020 00000003 000b96d7 00000083 000b9930 00000000 00000002
00000000 000093be 71 000b5d9f 00000071 00000003 000b96d7 00000083 000b9931 00000000 00000002
00000000 000093be 75 000b5da0 00000075 00000003 000b96d7 00000083 000b9932 00000000 00000002
00000000 000093be 69 000b5da1 00000069 00000003 000b96d7 00000083 000b9933 00000000 00000002
00000000 000093be 74 000b5da2 00000074 00000003 000b96d7 00000083 000b9934 00000000 00000002
00000000 000093be 65 000b5da3 00000065 00000003 000b96d7 00000083 000b9935 00000000 00000002
00000000 000093be 20 000b963d 00000020 00000003 000b96d7 00000083 000b9936 00000000 00000002
00000000 000093be 70 000b5da5 00000070 00000003 000b96d7 00000083 000b9937 00000000 00000002
00000000 000093be 75 000b5da6 00000075 00000003 000b96d7 00000083 000b9938 00000000 00000002
00000000 000093be 74 000b5da7 00000074 00000003 000b96d7 00000083 000b9939 00000000 00000002
00000000 000093be 20 000b9647 00000020 00000003 000b96d7 00000083 000b993a 00000000 00000002
00000000 000093be 79 000b5da9 00000079 00000003 000b96d7 00000083 000b993b 00000000 00000002
00000000 000093be 6f 000b5daa 0000006f 00000003 000b96d7 00000083 000b993c 00000000 00000002
00000000 000093be 75 000b5dab 00000075 00000003 000b96d7 00000083 000b993d 00000000 00000002
00000000 000093be 72 000b5dac 00000072 00000003 000b96d7 00000083 000b993e 00000000 00000002
00000000 000093be 20 000b9652 00000020 00000003 000b96d7 00000083 000b993f 00000000 00000002
00000000 000093be 74 000b5dae 00000074 00000003 000b96d7 00000083 000b9940 00000000 00000002
00000000 000093be 68 000b5daf 00000068 00000003 000b96d7 00000083 000b9941 00000000 00000002
00000000 000093be 6f 000b5db0 0000006f 00000003 000b96d7 00000083 000b9942 00000000 00000002
00000000 000093be 75 000b5db1 00000075 00000003 000b96d7 00000083 000b9943 00000000 00000002
00000000 000093be 67 000b5db2 00000067 00000003 000b96d7 00000083 000b9944 00000000 00000002
00000000 000093be 68 000b5db3 00000068 00000003 000b96d7 00000083 000b9945 00000000 00000002
00000000 000093be 74 000b5db4 00000074 00000003 000b96d7 00000083 000b9946 00000000 00000002
00000000 000093be 73 000b5db6 00000073 00000003 000b96d7 00000083 000b9947 00000000 00000002
00000000 000093be 20 000b965c 00000020 00000003 000b96d7 00000083 000b9948 00000000 00000002
00000000 000093be 69 000b5db8 00000069 00000003 000b96d7 00000083 000b9949 00000000 00000002
00000000 000093be 6e 000b5db9 0000006e 00000003 000b96d7 00000083 000b994a 00000000 00000002
00000000 000093be 74 000b5dba 00000074 00000003 000b96d7 00000083 000b994b 00000000 00000002
00000000 000093be 6f 000b5dbb 0000006f 00000003 000b96d7 00000083 000b994c 00000000 00000002
00000000 000093be 20 000b9666 00000020 00000003 000b96d7 00000083 000b994d 00000000 00000002
00000000 000093be 77 000b5dbd 00000077 00000003 000b96d7 00000083 000b994e 00000000 00000002
00000000 000093be 6f 000b5dbe 0000006f 00000003 000b96d7 00000083 000b9950 00000000 00000002
00000000 000093be 72 000b5dbf 00000072 00000003 000b96d7 00000083 000b9951 00000000 00000002
00000000 000093be 64 000b5dc0 00000064 00000003 000b96d7 00000083 000b9952 00000000 00000002
00000000 000093be 73 000b5dc1 00000073 00000003 000b96d7 00000083 000b9953 00000000 00000002
00000000 000093be 2e 000b5dc2 0000002e 00000003 000b96d7 00000083 000b9954 00000000 00000002
00000000 000093be 2e 000b5dc3 0000002e 00000003 000b96d7 00000083 000b9955 00000000 00000002
00000000 000093be 2e 000b5dc4 0000002e 00000003 000b96d7 00000083 000b9956 00000000 00000002
00000000 000093be 0a 000b77a1 0000000a 00000003 000b96d7 00000083 000b9957 00000000 00000002
00000000 000093be 73 0077f4ef 00000073 00000003 000b96d7 00000083 000b9958 00000000 00000002
00000000 000093be 75 0077f515 00000075 00000003 000b96d7 00000083 000b9959 00000000 00000002
00000000 000093be 63 0077f53b 00000063 00000003 000b96d7 00000083 000b995a 00000000 00000002
00000000 000093be 63 0077f561 00000063 00000003 000b96d7 00000083 000b995b 00000000 00000002
00000000 000093be 65 0077f587 00000065 00000003 000b96d7 00000083 000b995c 00000000 00000002
00000000 000093be 73 0077f5ad 00000073 00000003 000b96d7 00000083 000b995d 00000000 00000002
00000000 000093be 73 0077f5d3 00000073 00000003 000b96d7 00000083 000b995e 00000000 00000002
00000000 000093be 3a 000b5d8a 0000003a 00000003 000b96d7 00000083 000b995f 00000000 00000002
00000000 000093be 20 000b9004 00000020 00000003 000b96d7 00000083 000b9960 00000000 00000002
00000000 000093be 63 0077fa6d 00000063 00000003 000b96d7 00000083 000b9961 00000000 00000002
00000000 000093be 6f 0077fa93 0000006f 00000003 000b96d7 00000083 000b9962 00000000 00000002
00000000 000093be 6d 0077fab9 0000006d 00000003 000b96d7 00000083 000b9963 00000000 00000002
00000000 000093be 6d 0077fadf 0000006d 00000003 000b96d7 00000083 000b9964 00000000 00000002
00000000 000093be 61 0077fb05 00000061 00000003 000b96d7 00000083 000b9965 00000000 00000002
00000000 000093be 6e 0077fb2b 0000006e 00000003 000b96d7 00000083 000b9966 00000000 00000002
00000000 000093be 64 0077fb51 00000064 00000003 000b96d7 00000083 000b9967 00000000 00000002
00000000 000093be 3a 000b5d78 0000003a 00000003 000b96d7 00000083 000b9968 00000000 00000002
00000000 000093be 20 000b900e 00000020 00000003 000b96d7 00000083 000b9969 00000000 00000002
00000000 000093be 73 00105cef 00000073 00000003 000b96d7 00000083 000b996a 00000000 00000002
00000000 000093be 70 00105d15 00000070 00000003 000b96d7 00000083 000b996b 00000000 00000002
00000000 000093be 65 00105d3b 00000065 00000003 000b96d7 00000083 000b996c 00000000 00000002
00000000 000093be 61 00105d61 00000061 00000003 000b96d7 00000083 000b996d 00000000 00000002
00000000 000093be 6b 00105d87 0000006b 00000003 000b96d7 00000083 000b996e 00000000 00000002
00000000 000093be 3a 000b5d65 0000003a 00000003 000b96d7 00000083 000b996f 00000000 00000002
00000000 000093be 20 000b9018 00000020 00000003 000b96d7 00000083 000b9970 00000000 00000002
00000000 000093be 72 007a305c 00000072 00000003 000b96d7 00000083 000b9971 00000000 00000002
00000000 000093be 6f 007a3082 0000006f 00000003 000b96d7 00000083 000b9972 00000000 00000002
00000000 000093be 6f 007a30a8 0000006f 00000003 000b96d7 00000083 000b9973 00000000 00000002
00000000 000093be 6d 007a30ce 0000006d 00000003 000b96d7 00000083 000b9974 00000000 00000002
00000000 000093be 3a 000b5d53 0000003a 00000003 000b96d7 00000083 000b9976 00000000 00000002
00000000 000093be 20 000b9023 00000020 00000003 000b96d7 00000083 000b9977 00000000 00000002
00000000 000093be 6e 007a32bc 0000006e 00000003 000b96d7 00000083 000b9978 00000000 00000002
00000000 000093be 61 007a32e2 00000061 00000003 000b96d7 00000083 000b9979 00000000 00000002
00000000 000093be 6d 007a3308 0000006d 00000003 000b96d7 00000083 000b997a 00000000 00000002
00000000 000093be 65 007a332e 00000065 00000003 000b96d7 00000083 000b997b 00000000 00000002
00000000 000093be 3a 000b5d40 0000003a 00000003 000b96d7 00000083 000b997c 00000000 00000002
00000000 000093be 20 000b902d 00000020 00000003 000b96d7 00000083 000b997d 00000000 00000002
00000000 000093be 20 000b9037 00000020 00000003 000b96d7 00000083 000b997e 00000000 00000002
00000000 000093be 20 000b9041 00000020 00000003 000b96d7 00000083 000b997f 00000000 00000002
00000000 000093be 20 000b904c 00000020 00000003 000b96d7 00000083 000b9980 00000000 00000002
00000000 000093be 20 000b9056 00000020 00000003 000b96d7 00000083 000b9981 00000000 00000002
00000000 000093be 20 000b9060 00000020 00000003 000b96d7 00000083 000b9982 00000000 00000002
00000000 000093be 20 000b906a 00000020 00000003 000b96d7 00000083 000b9983 00000000 00000002
00000000 000093be 20 000b9075 00000020 00000003 000b96d7 00000083 000b9984 00000000 00000002
00000000 000093be 20 000b907f 00000020 00000003 000b96d7 00000083 000b9985 00000000 00000002
00000000 000093be 20 000b9089 00000020 00000003 000b96d7 00000083 000b9986 00000000 00000002
00000000 000093be 20 000b9094 00000020 00000003 000b96d7 00000083 000b9987 00000000 00000002
00000000 000093be 20 000b909e 00000020 00000003 000b96d7 00000083 000b9988 00000000 00000002
00000000 000093be 20 000b90a8 00000020 00000003 000b96d7 00000083 000b9989 00000000 00000002
00000000 000093be 20 000b90b2 00000020 00000003 000b96d7 00000083 000b998a 00000000 00000002
00000000 000093be 20 000b90bd 00000020 00000003 000b96d7 00000083 000b998b 00000000 00000002
00000000 000093be 20 000b90c7 00000020 00000003 000b96d7 00000083 000b998c 00000000 00000002
00000000 000093be 4d 000b45e9 0000004d 00000003 000b96d7 00000083 000b998d 00000000 00000002
00000000 000093be 75 000b45ea 00000075 00000003 000b96d7 00000083 000b998e 00000000 00000002
00000000 000093be 73 000b45eb 00000073 00000003 000b96d7 00000083 000b998f 00000000 00000002
00000000 000093be 65 000b45ec 00000065 00000003 000b96d7 00000083 000b9990 00000000 00000002
00000000 000093be 75 000b45ed 00000075 00000003 000b96d7 00000083 000b9991 00000000 00000002
00000000 000093be 6d 000b45ee 0000006d 00000003 000b96d7 00000083 000b9992 00000000 00000002
00000000 000093be 20 000b90d1 00000020 00000003 000b96d7 00000083 000b9993 00000000 00000002
00000000 000093be 6f 000b45f0 0000006f 00000003 000b96d7 00000083 000b9994 00000000 00000002
00000000 000093be 66 000b45f1 00000066 00000003 000b96d7 00000083 000b9995 00000000 00000002
00000000 000093be 0a 000b90db 0000000a 00000003 000b96d7 00000083 000b9996 00000000 00000002
00000000 000093be 53 000b45f3 00000053 00000003 000b96d7 00000083 000b9997 00000000 00000002
00000000 000093be 63 000b45f4 00000063 00000003 000b96d7 00000083 000b9998 00000000 00000002
00000000 000093be 69 000b45f5 00000069 00000003 000b96d7 00000083 000b9999 00000000 00000002
00000000 000093be 65 000b45f6 00000065 00000003 000b96d7 00000083 000b999a 00000000 00000002
00000000 000093be 6e 000b45f7 0000006e 00000003 000b96d7 00000083 000b999c 00000000 00000002
00000000 000093be 63 000b45f8 00000063 00000003 000b96d7 00000083 000b999d 00000000 00000002
00000000 000093be 65 000b45f9 00000065 00000003 000b96d7 00000083 000b999e 00000000 00000002
00000000 000093be 20 000b90ea 00000020 00000003 000b96d7 00000083 000b999f 00000000 00000002
00000000 000093be 61 000b45fb 00000061 00000003 000b96d7 00000083 000b99a0 00000000 00000002
00000000 000093be 6e 000b45fc 0000006e 00000003 000b96d7 00000083 000b99a1 00000000 00000002
00000000 000093be 64 000b45fd 00000064 00000003 000b96d7 00000083 000b99a2 00000000 00000002
00000000 000093be 20 000b90f4 00000020 00000003 000b96d7 00000083 000b99a3 00000000 00000002
00000000 000093be 49 000b45ff 00000049 00000003 000b96d7 00000083 000b99a4 00000000 00000002
00000000 000093be 6e 000b4600 0000006e 00000003 000b96d7 00000083 000b99a5 00000000 00000002
00000000 000093be 64 000b4601 00000064 00000003 000b96d7 00000083 000b99a6 00000000 00000002
00000000 000093be 75 000b4602 00000075 00000003 000b96d7 00000083 000b99a7 00000000 00000002
00000000 000093be 73 000b4603 00000073 00000003 000b96d7 00000083 000b99a8 00000000 00000002
00000000 000093be 74 000b4604 00000074 00000003 000b96d7 00000083 000b99a9 00000000 00000002
00000000 000093be 72 000b4605 00000072 00000003 000b96d7 00000083 000b99aa 00000000 00000002
00000000 000093be 79 000b4606 00000079 00000003 000b96d7 00000083 000b99ab 00000000 00000002
00000000 000093be 0a 000b77a6 0000000a 00000003 000b96d7 00000083 000b99ac 00000000 00000002
00000000 000093be 64 007a4206 00000064 00000003 000b96d7 00000083 000b99ad 00000000 00000002
00000000 000093be 65 007a422c 00000065 00000003 000b96d7 00000083 000b99ae 00000000 00000002
00000000 000093be 73 007a4252 00000073 00000003 000b96d7 00000083 000b99af 00000000 00000002
00000000 000093be 63 007a4278 00000063 00000003 000b96d7 00000083 000b99b0 00000000 00000002
00000000 000093be 72 007a429e 00000072 00000003 000b96d7 00000083 000b99b1 00000000 00000002
00000000 000093be 69 007a42c4 00000069 00000003 000b96d7 00000083 000b99b2 00000000 00000002
00000000 000093be 70 007a42ea 00000070 00000003 000b96d7 00000083 000b99b3 00000000 00000002
00000000 000093be 74 007a4310 00000074 00000003 000b96d7 00000083 000b99b4 00000000 00000002
00000000 000093be 69 007a4336 00000069 00000003 000b96d7 00000083 000b99b5 00000000 00000002
00000000 000093be 6f 007a435c 0000006f 00000003 000b96d7 00000083 000b99b6 00000000 00000002
00000000 000093be 6e 007a4382 0000006e 00000003 000b96d7 00000083 000b99b7 00000000 00000002
00000000 000093be 3a 000b5d3c 0000003a 00000003 000b96d7 00000083 000b99b8 00000000 00000002
00000000 000093be 20 000b8650 00000020 00000003 000b96d7 00000083 000b99b9 00000000 00000002
00000000 000093be 20 000b865a 00000020 00000003 000b96d7 00000083 000b99ba 00000000 00000002
00000000 000093be 20 000b8664 00000020 00000003 000b96d7 00000083 000b99bb 00000000 00000002
00000000 000093be 20 000b866f 00000020 00000003 000b96d7 00000083 000b99bc 00000000 00000002
00000000 000093be 20 000b8679 00000020 00000003 000b96d7 00000083 000b99bd 00000000 00000002
00000000 000093be 20 000b8684 00000020 00000003 000b96d7 00000083 000b99be 00000000 00000002
00000000 000093be 20 000b868e 00000020 00000003 000b96d7 00000083 000b99bf 00000000 00000002
00000000 000093be 20 000b8699 00000020 00000003 000b96d7 00000083 000b99c0 00000000 00000002
00000000 000093be 20 000b86a3 00000020 00000003 000b96d7 00000083 000b99c2 00000000 00000002
00000000 000093be 20 000b86ae 00000020 00000003 000b96d7 00000083 000b99c3 00000000 00000002
00000000 000093be 20 000b86b9 00000020 00000003 000b96d7 00000083 000b99c4 00000000 00000002
00000000 000093be 20 000b86c4 00000020 00000003 000b96d7 00000083 000b99c5 00000000 00000002
00000000 000093be 20 000b86d0 00000020 00000003 000b96d7 00000083 000b99c6 00000000 00000002
00000000 000093be 20 000b86de 00000020 00000003 000b96d7 00000083 000b99c7 00000000 00000002
00000000 000093be 20 000b86ed 00000020 00000003 000b96d7 00000083 000b99c8 00000000 00000002
00000000 000093be 20 000b86f7 00000020 00000003 000b96d7 00000083 000b99c9 00000000 00000002
00000000 000093be 59 0006fb71 00000059 00000003 000b96d7 00000083 000b99ca 00000000 00000002
00000000 000093be 6f 0006fb72 0000006f 00000003 000b96d7 00000083 000b99cb 00000000 00000002
00000000 000093be 75 0006fb73 00000075 00000003 000b96d7 00000083 000b99cc 00000000 00000002
00000000 000093be 20 000b8701 00000020 00000003 000b96d7 00000083 000b99cd 00000000 00000002
00000000 000093be 73 0006fb75 00000073 00000003 000b96d7 00000083 000b99ce 00000000 00000002
00000000 000093be 74 0006fb76 00000074 00000003 000b96d7 00000083 000b99cf 00000000 00000002
00000000 000093be 61 0006fb77 00000061 00000003 000b96d7 00000083 000b99d0 00000000 00000002
00000000 000093be 6e 0006fb78 0000006e 00000003 000b96d7 00000083 000b99d1 00000000 00000002
00000000 000093be 64 0006fb79 00000064 00000003 000b96d7 00000083 000b99d2 00000000 00000002
00000000 000093be 69 0006fb7a 00000069 00000003 000b96d7 00000083 000b99d3 00000000 00000002
00000000 000093be 6e 0006fb7b 0000006e 00000003 000b96d7 00000083 000b99d4 00000000 00000002
00000000 000093be 67 0006fb7c 00000067 00000003 000b96d7 00000083 000b99d5 00000000 00000002
00000000 000093be 20 000b870b 00000020 00000003 000b96d7 00000083 000b99d6 00000000 00000002
00000000 000093be 69 0006fb7e 00000069 00000003 000b96d7 00000083 000b99d7 00000000 00000002
00000000 000093be 6e 0006fb7f 0000006e 00000003 000b96d7 00000083 000b99d8 00000000 00000002
00000000 000093be 20 000b8716 00000020 00000003 000b96d7 00000083 000b99d9 00000000 00000002
00000000 000093be 74 0006fb81 00000074 00000003 000b96d7 00000083 000b99da 00000000 00000002
